id,prisoner,date,time,direction,type,origin_code,origin,destination_code,destination,reason
1169965.4,1169965,2023-05-06 00:00:00,2023-05-06 15:35:17,OUT,ADM,ASP012,Bridgwater Probation Centre,DWI,Downview,Initial Admission
1149256.1,1149256,2016-02-20 00:00:00,2016-02-20 04:53:21,OUT,TRN,SKI,Stocken,WNI,Werrington,Normal Transfer
1149256.2,1149256,2022-07-24 00:00:00,2022-07-24 09:16:02,OUT,CRT,EXETCC,Exeter Crown Court,ANTCC1,Antrim Crown Court,Court Appearance
1149256.3,1149256,2022-04-18 00:00:00,2022-04-18 01:13:20,IN,ADM,ALNWMC,Alnwick Mc,LNI,Low Newton,Immigration Admission
1127811.1,1127811,2018-10-27 00:00:00,2018-10-27 18:58:16,OUT,ADM,ABDRCT,Aberdare County Court,EWI,Eastwood Park,Immigration Admission
1127811.2,1127811,2020-06-27 00:00:00,2020-06-27 11:00:42,OUT,TRN,RCI,Rochester,ALTNMC,Alton Mc,Normal Transfer
1127811.3,1127811,2023-01-16 00:00:00,2023-01-16 02:59:18,OUT,REL,CWI,Channings Wood,776185,High Wycombe Probation Office,End of Sentence
1163041.1,1163041,2018-12-11 00:00:00,2018-12-11 12:57:58,OUT,TRN,GMI,Guys Marsh,AAAMH2,AAA Mike H Testing,Medical Transfer
1163041.2,1163041,2024-03-23 00:00:00,2024-03-23 11:57:34,OUT,REL,CKI,Cookham Wood,LHI,Lindholme,Release on License
1163041.3,1163041,2023-07-14 00:00:00,2023-07-14 13:24:12,IN,TAP,ASP001,North Somerset Courthouse Probation,TSI,Thameside,Outside Hospital Attendance
1125980.1,1125980,2021-02-06 00:00:00,2021-02-06 02:46:46,IN,REL,KVI,Kirklevington Grange,LNI,Low Newton,End of Sentence
1125980.2,1125980,2018-06-30 00:00:00,2018-06-30 04:01:49,OUT,TAP,DTI,Deerbolt,BXI,Brixton,Temporary Transfer
1150235.1,1150235,2024-06-18 00:00:00,2024-06-18 08:24:34,IN,ADM,693103,Kingston & Richmond Probation Office,AAAMH3,AAAMH1 Court Mike H2 Test2 - Building tr,Initial Admission
1150235.2,1150235,2017-09-13 00:00:00,2017-09-13 23:27:44,IN,TRN,UKI,Usk,CWI,Channings Wood,Normal Transfer
1150235.3,1150235,2022-05-02 00:00:00,2022-05-02 08:57:48,OUT,ADM,AAAMH1,AAAMH1 Court Mike H2 Test2,CLI,Coldingley,Immigration Admission
1150235.4,1150235,2022-07-20 00:00:00,2022-07-20 02:00:11,IN,REL,727642,NORTHAMPTONSHIRE OFFICES,ESI,East Sutton Park,Release to Immigration
1163076.1,1163076,2025-02-25 00:00:00,2025-02-25 22:55:37,IN,TAP,ACCRMC,Accrington (Hyndburn) Magistrates Court,AAAMH1,AAAMH1 Court Mike H2 Test2,Outside Hospital Attendance
1163076.2,1163076,2020-10-29 00:00:00,2020-10-29 12:08:30,OUT,TAP,WWI,Wandsworth,796120,Erdington Probation Centre,Temporary Transfer
1163076.3,1163076,2024-04-09 00:00:00,2024-04-09 09:10:20,OUT,CRT,WSI,Wormwood Scrubs,LLI,Long Lartin,Court Appearance
1163076.4,1163076,2023-10-20 00:00:00,2023-10-20 02:31:32,IN,REL,HMI,Humber,HEI,Hewell,End of Sentence
1179621.1,1179621,2015-08-02 00:00:00,2015-08-02 14:07:50,OUT,TRN,NULL,,ANTCC1,Antrim Crown Court,Normal Transfer
1179621.2,1179621,2018-09-03 00:00:00,2018-09-03 19:40:22,IN,TRN,706931,Plymouth Probation Centre,BFI,Bedford,Category Change
1139420.1,1139420,2016-04-17 00:00:00,2016-04-17 13:53:07,OUT,ADM,724648,Sheerness Probation Office,RCI,Rochester,Immigration Admission
1139420.2,1139420,2018-02-23 00:00:00,2018-02-23 17:31:30,OUT,TAP,COACD,Court Of Appeal Criminal Division,WCI,Winchester,Temporary Transfer
1123385.1,1123385,2017-03-21 00:00:00,2017-03-21 16:03:26,OUT,TAP,RHI,Rye Hill,HII,Hindley,Temporary Transfer
1123385.2,1123385,2020-11-13 00:00:00,2020-11-13 13:48:42,IN,CRT,HGHBMC,Highbury Corner Magistrates Court,EHI,Standford Hill,Court Appearance
1105580.1,1105580,2022-04-24 00:00:00,2022-04-24 06:25:25,IN,CRT,ANI,Aldington (HMP),ANDVMC,Andover Mc,Remand Hearing
1121184.1,1121184,2016-10-18 00:00:00,2016-10-18 16:59:44,OUT,CRT,727642,NORTHAMPTONSHIRE OFFICES,ABDSUM,Aberdeen Sheriff's Court (ABDSHF),Remand Hearing
1121184.2,1121184,2019-03-17 00:00:00,2019-03-17 13:22:56,IN,TRN,WTI,Whatton,SLI,Swaleside,Normal Transfer
1121184.3,1121184,2019-02-07 00:00:00,2019-02-07 12:46:57,OUT,ADM,ASP004,Bristol Probation Centre,FDI,Ford,Immigration Admission
1195238.1,1195238,2017-08-08 00:00:00,2017-08-08 18:15:41,OUT,TRN,WSI,Wormwood Scrubs,WTI,Whatton,Category Change
1195238.2,1195238,2024-01-23 00:00:00,2024-01-23 14:34:19,OUT,ADM,AMRSMC,Amersham Mc,HHI,Holme House,Immigration Admission
1195238.3,1195238,2017-11-03 00:00:00,2017-11-03 15:28:10,IN,TAP,ASP009,Taunton Probation Centre,HHI,Holme House,Outside Hospital Attendance
1195238.4,1195238,2020-04-14 00:00:00,2020-04-14 21:35:08,IN,CRT,SKI,Stocken,COACD,Court Of Appeal Criminal Division,Remand Hearing
1130058.1,1130058,2023-02-11 00:00:00,2023-02-11 06:31:55,IN,CRT,AMERCC,Amersham Crown Court,754990,Littlehampton Probation Office,Court Appearance
1130058.2,1130058,2017-12-04 00:00:00,2017-12-04 12:44:00,IN,CRT,UNKNWN,UNKNOWN LOCATION,OUT,OUTSIDE,Remand Hearing
1130058.3,1130058,2023-02-16 00:00:00,2023-02-16 20:07:22,IN,CRT,ALDRMC,Aldershot (Nort East Hampshire) Magistrates,ABGVMC,Abergavenny Magistrates Court,Court Appearance
1130058.4,1130058,2024-11-15 00:00:00,2024-11-15 08:16:05,OUT,TAP,FKI,Frankland,696575,BOURNEMOUTH Probation Centre,Temporary Transfer
1195760.1,1195760,2019-11-22 00:00:00,2019-11-22 01:04:03,OUT,ADM,ABDRYC,Aberdare Youth Court,WDI,Wakefield,Initial Admission
1195760.2,1195760,2019-03-23 00:00:00,2019-03-23 18:54:25,OUT,REL,UNKNWN,UNKNOWN LOCATION,ALPHHO,Alpha Hospitals Sheffield,End of Sentence
1195760.3,1195760,2017-01-04 00:00:00,2017-01-04 09:25:27,OUT,TRN,FBI,Forest Bank,NULL,,Category Change
1195760.4,1195760,2023-03-14 00:00:00,2023-03-14 04:32:23,OUT,ADM,ABDSUM,Aberdeen Sheriff's Court (ABDSHF),PFI,Peterborough (Female),Immigration Admission
1193989.1,1193989,2019-08-15 00:00:00,2019-08-15 12:26:43,OUT,REL,ASHFCT,Ashford County Court,714662,Sittingbourne Probation Office,Release to Immigration
1193989.2,1193989,2016-11-12 00:00:00,2016-11-12 08:38:31,IN,TAP,SWI,Swansea,HII,Hindley,Outside Hospital Attendance
1193989.3,1193989,2022-04-13 00:00:00,2022-04-13 01:17:53,IN,CRT,AAAMH5,AAAMH1 Court Mike H2 Test2 - 22,770452,LEELAND HOUSE,Remand Hearing
1121577.1,1121577,2018-02-17 00:00:00,2018-02-17 22:58:15,IN,REL,AAAMH2,AAA Mike H Testing,HBI,Hollesley Bay,End of Sentence
1168001.1,1168001,2018-10-17 00:00:00,2018-10-17 06:37:13,IN,TRN,LFI,Lancaster Farms,BLI,Bristol,Medical Transfer
1168001.2,1168001,2016-02-19 00:00:00,2016-02-19 17:11:14,OUT,TAP,770452,LEELAND HOUSE,ASP015,Bath Prolific Offender Unit,Temporary Transfer
1168001.3,1168001,2020-11-04 00:00:00,2020-11-04 13:46:51,IN,TAP,CWI,Channings Wood,RCI,Rochester,Temporary Transfer
1158163.1,1158163,2021-02-10 00:00:00,2021-02-10 18:11:43,IN,ADM,KVI,Kirklevington Grange,AKI,Acklington (HMP),Initial Admission
1106676.1,1106676,2021-06-13 00:00:00,2021-06-13 22:59:32,OUT,REL,AMRSMC,Amersham Mc,PFI,Peterborough (Female),Release on License
1106676.2,1106676,2022-09-21 00:00:00,2022-09-21 16:13:08,OUT,CRT,TRURCC,Truro Crown Court,LLI,Long Lartin,Remand Hearing
1106676.3,1106676,2024-06-15 00:00:00,2024-06-15 21:37:20,OUT,ADM,DWI,Downview,AGI,Askham Grange,Immigration Admission
1163350.1,1163350,2019-07-14 00:00:00,2019-07-14 01:06:51,IN,ADM,UNKNWN,UNKNOWN LOCATION,770452,LEELAND HOUSE,Immigration Admission
1163350.2,1163350,2023-03-19 00:00:00,2023-03-19 12:24:12,IN,ADM,705670,Oxford City Probation Office,NULL,,Immigration Admission
1163350.3,1163350,2018-12-06 00:00:00,2018-12-06 01:20:08,IN,ADM,WHI,Woodhill,ABRYCT,Aberystwyth County Court,Initial Admission
1132412.1,1132412,2024-05-01 00:00:00,2024-05-01 12:16:18,OUT,ADM,SFI,Stafford,EHI,Standford Hill,Immigration Admission
1132412.2,1132412,2020-12-14 00:00:00,2020-12-14 20:50:22,OUT,TAP,HHI,Holme House,EEI,Erlestoke,Temporary Transfer
1102659.1,1102659,2022-09-15 00:00:00,2022-09-15 14:36:37,OUT,CRT,DTI,Deerbolt,SKI,Stocken,Court Appearance
1102659.2,1102659,2016-02-01 00:00:00,2016-02-01 23:59:47,IN,TRN,ASHEHO,Ashen Hill/Southview,ASHTMC,Tameside (Ashton under Lyne) Magistrates,Normal Transfer
1102659.3,1102659,2018-03-01 00:00:00,2018-03-01 13:20:15,OUT,REL,ANDVMC,Andover Mc,UNKNWN,UNKNOWN LOCATION,Release on License
1102659.4,1102659,2016-02-09 00:00:00,2016-02-09 13:48:20,IN,TRN,SHI,Stoke Heath,781940,Croydon Probation Office,Category Change
1171625.1,1171625,2023-05-09 00:00:00,2023-05-09 02:14:57,OUT,REL,ACTNYC,Acton Youth Court,HII,Hindley,Release on License
1178245.1,1178245,2023-09-30 00:00:00,2023-09-30 08:50:40,IN,TAP,PLYMCC,Plymouth Crown Court,NMI,Nottingham,Outside Hospital Attendance
1178245.2,1178245,2018-08-30 00:00:00,2018-08-30 21:43:57,OUT,TAP,LNI,Low Newton,OUT,OUTSIDE,Outside Hospital Attendance
1178245.3,1178245,2025-02-04 00:00:00,2025-02-04 03:21:54,IN,TAP,WSI,Wormwood Scrubs,WEI,Wealstun,Temporary Transfer
1178245.4,1178245,2020-09-14 00:00:00,2020-09-14 13:15:49,IN,TAP,ASHEHO,Ashen Hill/Southview,IWI,Isle of Wight,Temporary Transfer
1149549.1,1149549,2017-06-16 00:00:00,2017-06-16 14:26:41,OUT,TAP,693103,Kingston & Richmond Probation Office,UPI,Prescoed,Temporary Transfer
1149549.2,1149549,2024-04-21 00:00:00,2024-04-21 15:29:04,IN,ADM,LNI,Low Newton,ALLSHF,Alloa Sheriff's Court,Initial Admission
1149549.3,1149549,2016-07-23 00:00:00,2016-07-23 23:31:05,IN,REL,FKI,Frankland,NSI,North Sea Camp,Release on License
1149549.4,1149549,2021-05-31 00:00:00,2021-05-31 22:19:47,OUT,CRT,ALNWYC,Alnwick Youth Court,ALDRMC,Aldershot (Nort East Hampshire) Magistrates,Court Appearance
1168015.1,1168015,2021-04-05 00:00:00,2021-04-05 06:19:13,IN,REL,AMERSH,Amersham General,NULL,,Release on License
1168015.2,1168015,2022-06-30 00:00:00,2022-06-30 17:54:02,OUT,TRN,NULL,,ASP009,Taunton Probation Centre,Medical Transfer
1183815.1,1183815,2023-03-13 00:00:00,2023-03-13 10:21:01,IN,TRN,AYI,Aylesbury,SPI,Spring Hill,Medical Transfer
1127114.1,1127114,2019-04-15 00:00:00,2019-04-15 07:28:44,OUT,TAP,WYI,Wetherby,GTI,Gartree,Outside Hospital Attendance
1127114.2,1127114,2020-07-04 00:00:00,2020-07-04 19:48:31,IN,TRN,UNKNWN,UNKNOWN LOCATION,DAI,Dartmoor,Normal Transfer
1127114.3,1127114,2017-12-12 00:00:00,2017-12-12 03:57:30,IN,TAP,OUT,OUTSIDE,ASP015,Bath Prolific Offender Unit,Temporary Transfer
1118666.1,1118666,2025-04-24 00:00:00,2025-04-24 10:02:58,OUT,CRT,ALI,Albany (HMP),EYI,Elmley,Court Appearance
1118666.2,1118666,2022-11-18 00:00:00,2022-11-18 17:55:09,IN,CRT,KVI,Kirklevington Grange,DHI,Drake Hall,Court Appearance
1114082.1,1114082,2021-12-29 00:00:00,2021-12-29 18:24:12,IN,TRN,DTI,Deerbolt,BFI,Bedford,Category Change
1114082.2,1114082,2025-03-23 00:00:00,2025-03-23 01:27:06,IN,CRT,WLI,Wayland,HOI,High Down,Remand Hearing
1130319.1,1130319,2018-09-01 00:00:00,2018-09-01 13:15:37,OUT,REL,724648,Sheerness Probation Office,ABDRMC,Aberdare Mc,Release to Immigration
1130319.2,1130319,2023-01-14 00:00:00,2023-01-14 16:00:53,IN,CRT,ABDRCT,Aberdare County Court,HII,Hindley,Remand Hearing
1130319.3,1130319,2019-04-14 00:00:00,2019-04-14 16:43:18,IN,TRN,FKI,Frankland,ACCRYC,Accrington (Hyndburn) Youth Court,Medical Transfer
1130319.4,1130319,2020-02-13 00:00:00,2020-02-13 23:05:51,OUT,TRN,ASHTMC,Tameside (Ashton under Lyne) Magistrates,705109,Enfield Probation Office,Normal Transfer
1168987.1,1168987,2024-11-10 00:00:00,2024-11-10 23:17:39,IN,REL,ALTNMC,Alton Mc,BMI,Birmingham,Release on License
1168987.2,1168987,2023-10-12 00:00:00,2023-10-12 09:05:07,OUT,TAP,ABDRYC,Aberdare Youth Court,HOI,High Down,Outside Hospital Attendance
1168987.3,1168987,2020-05-24 00:00:00,2020-05-24 11:41:20,IN,TRN,ASHEHO,Ashen Hill/Southview,ONI,Onley,Medical Transfer
1168987.4,1168987,2022-11-25 00:00:00,2022-11-25 14:47:10,IN,CRT,AMMNMC,Ammanford Mc,GMI,Guys Marsh,Remand Hearing
1112616.1,1112616,2020-03-15 00:00:00,2020-03-15 21:29:19,IN,REL,OUT,OUTSIDE,ASP004,Bristol Probation Centre,Release on License
1112616.2,1112616,2022-07-02 00:00:00,2022-07-02 22:52:57,OUT,REL,MRI,Manchester,ALDRCT,Aldershot and Farnham County Court,Release on License
1196062.1,1196062,2019-11-24 00:00:00,2019-11-24 18:16:37,IN,ADM,ABRYYC,Aberystwyth Youth Court,ASP001,North Somerset Courthouse Probation,Immigration Admission
1196062.2,1196062,2021-04-09 00:00:00,2021-04-09 23:17:56,IN,TRN,UNKNWN,UNKNOWN LOCATION,HEI,Hewell,Medical Transfer
1185304.1,1185304,2024-03-12 00:00:00,2024-03-12 15:06:05,OUT,TRN,BSI,Brinsford,OUT,OUTSIDE,Normal Transfer
1185304.2,1185304,2020-05-01 00:00:00,2020-05-01 02:42:04,OUT,CRT,701109,Wallsend Probation Office,EEI,Erlestoke,Remand Hearing
1185304.3,1185304,2020-08-05 00:00:00,2020-08-05 01:38:31,OUT,TRN,HDI,Hatfield,ASHWTH,Ashworth Hospital,Medical Transfer
1196746.1,1196746,2017-11-08 00:00:00,2017-11-08 09:38:57,OUT,CRT,RSI,Risley,NULL,,Court Appearance
1196746.2,1196746,2020-07-12 00:00:00,2020-07-12 23:39:17,IN,ADM,DGI,Dovegate,MSI,Maidstone,Initial Admission
1196746.3,1196746,2025-05-15 00:00:00,2025-05-15 04:22:45,OUT,CRT,EHI,Standford Hill,NWI,Norwich,Remand Hearing
1196746.4,1196746,2019-06-10 00:00:00,2019-06-10 19:53:50,IN,CRT,CDI,Chelmsford,AMRSYC,Amersham Youth Court,Court Appearance
1124826.1,1124826,2025-03-01 00:00:00,2025-03-01 16:49:57,OUT,ADM,ALNWYC,Alnwick Youth Court,WHI,Woodhill,Initial Admission
1124826.2,1124826,2024-03-26 00:00:00,2024-03-26 07:37:41,OUT,CRT,ABRYCT,Aberystwyth County Court,ALI,Albany (HMP),Court Appearance
1142151.1,1142151,2024-10-12 00:00:00,2024-10-12 16:51:16,OUT,TRN,ASHTMC,Tameside (Ashton under Lyne) Magistrates,FHI,Foston Hall,Category Change
1142151.2,1142151,2024-05-11 00:00:00,2024-05-11 02:15:41,OUT,CRT,OUT,OUTSIDE,ASHTMC,Tameside (Ashton under Lyne) Magistrates,Court Appearance
1142151.3,1142151,2017-02-20 00:00:00,2017-02-20 14:35:05,OUT,TAP,MRI,Manchester,BWI,Berwyn,Temporary Transfer
1121804.1,1121804,2019-01-11 00:00:00,2019-01-11 07:54:30,OUT,TAP,ABDRYC,Aberdare Youth Court,EYI,Elmley,Outside Hospital Attendance
1121804.2,1121804,2021-04-13 00:00:00,2021-04-13 00:37:36,OUT,ADM,ASP012,Bridgwater Probation Centre,NULL,,Immigration Admission
1132619.1,1132619,2019-02-07 00:00:00,2019-02-07 06:08:07,OUT,TAP,LPI,Liverpool,NULL,,Outside Hospital Attendance
1132619.2,1132619,2023-07-15 00:00:00,2023-07-15 15:35:38,IN,ADM,CKI,Cookham Wood,AKI,Acklington (HMP),Initial Admission
1186562.1,1186562,2017-05-21 00:00:00,2017-05-21 06:58:58,OUT,TRN,HOI,High Down,ASHFMC,Ashford Mc,Normal Transfer
1186562.2,1186562,2017-06-12 00:00:00,2017-06-12 01:16:47,IN,CRT,WHI,Woodhill,ASP019,Taunton Police Station Prolific Off Unit,Court Appearance
1192113.1,1192113,2021-04-26 00:00:00,2021-04-26 03:29:49,IN,TRN,ASHWTH,Ashworth Hospital,ESI,East Sutton Park,Medical Transfer
1126853.1,1126853,2015-09-01 00:00:00,2015-09-01 09:39:10,OUT,TAP,NULL,,ALPHHO,Alpha Hospitals Sheffield,Temporary Transfer
1179643.1,1179643,2018-06-02 00:00:00,2018-06-02 02:40:17,IN,ADM,FWI,Five Wells,NSI,North Sea Camp,Initial Admission
1179643.2,1179643,2016-09-29 00:00:00,2016-09-29 17:35:06,IN,TRN,EXI,Exeter,WHI,Woodhill,Normal Transfer
1102908.1,1102908,2017-09-22 00:00:00,2017-09-22 02:02:13,OUT,ADM,UPI,Prescoed,ANTCC1,Antrim Crown Court,Immigration Admission
1102908.2,1102908,2022-05-01 00:00:00,2022-05-01 19:07:20,IN,REL,OUT,OUTSIDE,795760,DTTO NOTTINGHILL GATE,End of Sentence
1171983.1,1171983,2018-06-18 00:00:00,2018-06-18 08:41:27,IN,REL,ABRYCT,Aberystwyth County Court,ANTCC1,Antrim Crown Court,Release to Immigration
1171983.2,1171983,2023-08-03 00:00:00,2023-08-03 01:24:28,OUT,ADM,739917,LINCOLN Probation Office,705670,Oxford City Probation Office,Initial Admission
1194627.1,1194627,2022-11-02 00:00:00,2022-11-02 04:55:04,OUT,CRT,PDI,Portland,ALNWMC,Alnwick Mc,Remand Hearing
1194627.2,1194627,2023-10-27 00:00:00,2023-10-27 01:22:46,IN,CRT,PRI,Parc,RNI,Ranby,Court Appearance
1194627.3,1194627,2025-06-16 00:00:00,2025-06-16 20:00:19,IN,TRN,UNKNWN,UNKNOWN LOCATION,HDI,Hatfield,Medical Transfer
1113558.1,1113558,2015-12-21 00:00:00,2015-12-21 08:03:41,OUT,REL,EXI,Exeter,WII,Warren Hill,Release on License
1113558.2,1113558,2017-07-26 00:00:00,2017-07-26 05:07:17,IN,TRN,754134,WESTON-SUPER-MARE Probation Centre,ABWLEY,Abraham Cowley Unit,Category Change
1180671.1,1180671,2019-03-02 00:00:00,2019-03-02 06:42:54,OUT,CRT,754134,WESTON-SUPER-MARE Probation Centre,ONI,Onley,Court Appearance
1180671.2,1180671,2016-01-18 00:00:00,2016-01-18 18:43:27,OUT,TAP,FBI,Forest Bank,ASHFMC,Ashford Mc,Temporary Transfer
1119938.1,1119938,2018-12-16 00:00:00,2018-12-16 20:32:20,OUT,CRT,EXI,Exeter,ABTYMC,Abertillery Mc,Remand Hearing
1119938.2,1119938,2017-02-08 00:00:00,2017-02-08 09:25:09,IN,REL,PBI,Peterborough (Male),BXI,Brixton,End of Sentence
1143577.1,1143577,2017-02-14 00:00:00,2017-02-14 04:51:49,IN,TRN,739917,LINCOLN Probation Office,ESI,East Sutton Park,Normal Transfer
1143577.2,1143577,2021-07-01 00:00:00,2021-07-01 10:08:00,OUT,TRN,LHI,Lindholme,ASP011,Yeovil Probation Centre,Medical Transfer
1143577.3,1143577,2022-11-17 00:00:00,2022-11-17 20:55:50,IN,REL,ALDRMC,Aldershot (Nort East Hampshire) Magistrates,AAAAA1,AA Mike H Crown Court,Release to Immigration
1143577.4,1143577,2018-11-26 00:00:00,2018-11-26 15:43:39,IN,TRN,STI,Styal,ALLSHF,Alloa Sheriff's Court,Category Change
1164784.1,1164784,2022-12-03 00:00:00,2022-12-03 18:24:09,OUT,ADM,GLDFCC,Guildford Crown Court,754990,Littlehampton Probation Office,Immigration Admission
1149346.1,1149346,2022-01-04 00:00:00,2022-01-04 20:06:59,IN,CRT,ASHTYC,Tameside (Ashton under Lyne) Youth Court,FYI,Feltham A,Remand Hearing
1149346.2,1149346,2017-09-16 00:00:00,2017-09-16 02:42:37,OUT,TAP,LHI,Lindholme,UKI,Usk,Outside Hospital Attendance
1114717.1,1114717,2024-06-02 00:00:00,2024-06-02 09:15:25,IN,TRN,776185,High Wycombe Probation Office,ASI,Ashfield,Medical Transfer
1159548.1,1159548,2022-05-18 00:00:00,2022-05-18 04:45:13,IN,TRN,SKI,Stocken,UNKNWN,UNKNOWN LOCATION,Normal Transfer
1109087.1,1109087,2015-08-14 00:00:00,2015-08-14 06:27:30,IN,TRN,ALDRCT,Aldershot and Farnham County Court,HBI,Hollesley Bay,Normal Transfer
1109087.2,1109087,2020-09-26 00:00:00,2020-09-26 08:43:52,OUT,REL,LHI,Lindholme,WNI,Werrington,Release on License
1192609.1,1192609,2017-04-18 00:00:00,2017-04-18 06:32:11,OUT,ADM,HBI,Hollesley Bay,AAAMH5,AAAMH1 Court Mike H2 Test2 - 22,Immigration Admission
1192609.2,1192609,2018-06-17 00:00:00,2018-06-17 12:22:23,IN,TRN,ACCRCT,Accrington County Court,ACTNYC,Acton Youth Court,Normal Transfer
1157741.1,1157741,2025-05-22 00:00:00,2025-05-22 09:11:38,IN,CRT,UPI,Prescoed,739917,LINCOLN Probation Office,Remand Hearing
1157741.2,1157741,2024-07-04 00:00:00,2024-07-04 14:55:41,OUT,TAP,LEI,Leeds,HDI,Hatfield,Outside Hospital Attendance
1157741.3,1157741,2025-04-12 00:00:00,2025-04-12 19:57:58,OUT,REL,739917,LINCOLN Probation Office,LEI,Leeds,Release on License
1157741.4,1157741,2024-01-23 00:00:00,2024-01-23 18:37:16,OUT,ADM,ACTNCC,Acton Crown Court,754134,WESTON-SUPER-MARE Probation Centre,Initial Admission
1111407.1,1111407,2015-09-14 00:00:00,2015-09-14 09:39:08,IN,ADM,TRURCC,Truro Crown Court,HLI,Hull,Initial Admission
1111407.2,1111407,2017-05-26 00:00:00,2017-05-26 15:05:09,IN,ADM,ACI,Altcourse,724559,Woolwich Probation Office,Immigration Admission
1111407.3,1111407,2021-12-19 00:00:00,2021-12-19 13:22:01,IN,ADM,ASHWTH,Ashworth Hospital,KVI,Kirklevington Grange,Initial Admission
1111407.4,1111407,2021-07-11 00:00:00,2021-07-11 00:09:08,OUT,TRN,HCI,Huntercombe,ACCRYC,Accrington (Hyndburn) Youth Court,Category Change
1114133.1,1114133,2017-02-03 00:00:00,2017-02-03 22:10:46,IN,ADM,ABGVMC,Abergavenny Magistrates Court,ASP009,Taunton Probation Centre,Initial Admission
1114133.2,1114133,2022-11-18 00:00:00,2022-11-18 06:05:41,OUT,TAP,FEI,Fosse Way,AAAMH2,AAA Mike H Testing,Temporary Transfer
1182064.1,1182064,2023-09-07 00:00:00,2023-09-07 08:48:52,IN,TRN,ACCRCT,Accrington County Court,ABRYCT,Aberystwyth County Court,Normal Transfer
1182064.2,1182064,2023-12-07 00:00:00,2023-12-07 22:38:36,IN,CRT,703230,DORSET CLOSE Probation Office,BRI,Bure,Remand Hearing
1182064.3,1182064,2019-03-22 00:00:00,2019-03-22 04:55:57,IN,TRN,WHI,Woodhill,ASP015,Bath Prolific Offender Unit,Category Change
1122161.1,1122161,2021-05-19 00:00:00,2021-05-19 05:04:19,IN,TRN,TRURCC,Truro Crown Court,CFI,Cardiff,Normal Transfer
1122161.2,1122161,2019-02-21 00:00:00,2019-02-21 16:17:54,IN,ADM,ASP010,Wells Probation Centre,CFI,Cardiff,Initial Admission
1122161.3,1122161,2021-04-10 00:00:00,2021-04-10 09:17:55,IN,TRN,ASP005,North Bristol Probation Centre,DWI,Downview,Normal Transfer
1122161.4,1122161,2022-05-19 00:00:00,2022-05-19 11:18:43,IN,TAP,AAAAA1,AA Mike H Crown Court,ASP016,New Bridewell Prolific Offender Unit,Temporary Transfer
1116138.1,1116138,2017-02-24 00:00:00,2017-02-24 22:30:51,OUT,TAP,ASP016,New Bridewell Prolific Offender Unit,OUT,OUTSIDE,Temporary Transfer
1116138.2,1116138,2023-03-29 00:00:00,2023-03-29 00:07:28,IN,TRN,SPI,Spring Hill,ABDRMC,Aberdare Mc,Normal Transfer
1116138.3,1116138,2018-02-19 00:00:00,2018-02-19 15:54:50,IN,TRN,ASI,Ashfield,CDI,Chelmsford,Normal Transfer
1116138.4,1116138,2016-06-14 00:00:00,2016-06-14 23:07:48,OUT,TAP,EHI,Standford Hill,EXI,Exeter,Outside Hospital Attendance
1182421.1,1182421,2020-12-23 00:00:00,2020-12-23 10:59:55,IN,TAP,CLI,Coldingley,OUT,OUTSIDE,Outside Hospital Attendance
1182421.2,1182421,2018-04-24 00:00:00,2018-04-24 10:35:28,OUT,CRT,SLI,Swaleside,ACTNYC,Acton Youth Court,Remand Hearing
1140360.1,1140360,2022-09-23 00:00:00,2022-09-23 00:50:45,IN,TAP,HHI,Holme House,DMI,Durham,Outside Hospital Attendance
1161252.1,1161252,2023-10-01 00:00:00,2023-10-01 04:41:47,IN,CRT,778998,West Bromwich Probation Office,LII,Lincoln,Court Appearance
1161252.2,1161252,2023-12-03 00:00:00,2023-12-03 15:14:48,OUT,TAP,HMI,Humber,NULL,,Temporary Transfer
1161252.3,1161252,2023-06-14 00:00:00,2023-06-14 08:17:39,IN,TRN,HLI,Hull,OUT,OUTSIDE,Category Change
1119015.1,1119015,2019-11-30 00:00:00,2019-11-30 20:10:58,OUT,TAP,ACTNYC,Acton Youth Court,NSI,North Sea Camp,Outside Hospital Attendance
1119015.2,1119015,2016-05-08 00:00:00,2016-05-08 03:02:55,IN,REL,721844,NELSON Probation Office,WNI,Werrington,Release to Immigration
1119015.3,1119015,2019-11-24 00:00:00,2019-11-24 21:35:03,OUT,REL,SNI,Swinfen Hall,735096,Bexleyheath Probation Office,End of Sentence
1119015.4,1119015,2018-12-08 00:00:00,2018-12-08 01:58:32,OUT,CRT,AYI,Aylesbury,796120,Erdington Probation Centre,Court Appearance
1198966.1,1198966,2025-03-02 00:00:00,2025-03-02 02:24:06,OUT,ADM,RHI,Rye Hill,WHI,Woodhill,Initial Admission
1198966.2,1198966,2016-11-19 00:00:00,2016-11-19 19:03:42,OUT,TAP,770452,LEELAND HOUSE,FBI,Forest Bank,Temporary Transfer
1100644.1,1100644,2021-02-03 00:00:00,2021-02-03 16:38:46,IN,TAP,ASHTYC,Tameside (Ashton under Lyne) Youth Court,EXETCC,Exeter Crown Court,Temporary Transfer
1100644.2,1100644,2018-10-15 00:00:00,2018-10-15 15:23:54,OUT,ADM,AMMNMC,Ammanford Mc,UNKNWN,UNKNOWN LOCATION,Initial Admission
1116499.1,1116499,2021-09-09 00:00:00,2021-09-09 00:03:33,IN,REL,HGHBMC,Highbury Corner Magistrates Court,WDI,Wakefield,Release on License
